名前,アタック打数,アタック成功,アタック失敗,アタック決定率,アタック効果率,ブロック成功,サーブ受数,サーブカット成功(優),サーブカット成功(良),サーブ打数,サービスエース,サーブミス,ブレイク,ローテ数,ブレイク率,サーブレシーブ成功率,チーム
米山,64,24,1,37.5,35.9,1,98,39,27,0,0,0,0.0,0,,53.6,東レアローズ
高橋,204,123,6,60.3,57.4,13,22,7,10,0,0,0,0.0,0,,54.5,東レアローズ
パダル,895,486,74,54.3,46.0,3,2,0,0,0,0,0,0.0,0,,0.0,東レアローズ
落合,7,1,3,14.3,-28.6,0,0,0,0,0,0,0,0.0,0,,,東レアローズ
梅野,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,,,東レアローズ
山崎,41,11,4,26.8,17.1,1,46,17,12,0,0,0,0.0,0,,50.0,ウルフドッグス名古屋
近,175,106,3,60.6,58.9,9,16,6,7,0,0,0,0.0,0,,59.4,ウルフドッグス名古屋
山近,148,94,3,63.5,61.5,6,13,9,1,0,0,0,0.0,0,,73.1,ウルフドッグス名古屋
山田,201,89,20,44.3,34.3,2,492,198,121,0,0,0,0.0,0,,52.5,ウルフドッグス名古屋
小川,0,0,0,,,0,521,331,108,0,0,0,0.0,0,,73.9,ウルフドッグス名古屋
高梨,620,311,23,50.2,46.5,14,758,340,179,0,0,0,0.0,0,,56.7,ウルフドッグス名古屋
前田,12,4,2,33.3,16.7,4,9,0,0,0,0,0,0.0,0,,0.0,ウルフドッグス名古屋
永露,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0.0,0,,,ウルフドッグス名古屋
クレク,968,586,56,60.5,54.8,13,10,2,2,0,0,0,0.0,0,,30.0,ウルフドッグス名古屋
川口,0,0,0,,,0,22,4,7,0,0,0,0.0,0,,34.1,ウルフドッグス名古屋
白岩,21,10,0,47.6,47.6,0,105,38,34,0,0,0,0.0,0,,52.4,ウルフドッグス名古屋
椿山,37,24,1,64.9,62.2,0,0,0,0,0,0,0,0.0,0,,,ウルフドッグス名古屋
傳田,57,38,2,66.7,63.2,5,3,3,0,0,0,0,0.0,0,,100.0,ウルフドッグス名古屋
ボンウ,7,2,2,28.6,0.0,1,1,0,0,0,0,0,0.0,0,,0.0,ウルフドッグス名古屋
神谷,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0.0,0,,,ウルフドッグス名古屋
勝岡,0,0,0,,,0,0,0,0,0,0,0,0.0,0,,,ウルフドッグス名古屋
栗山,340,205,13,60.3,56.5,19,22,7,5,0,0,0,0.0,0,,43.2,FC東京
迫田,453,173,34,38.2,30.7,8,984,437,271,0,0,0,0.0,0,,58.2,FC東京
佐藤,414,183,25,44.2,38.2,12,434,180,105,0,0,0,0.0,0,,53.6,FC東京
長友,353,174,31,49.3,40.5,2,5,1,0,0,0,0,0.0,0,,20.0,FC東京
手原,13,4,1,30.8,23.1,5,8,0,0,0,0,0,0.0,0,,0.0,FC東京
武藤,70,37,3,52.9,48.6,3,11,6,3,0,0,0,0.0,0,,68.2,FC東京
古賀,0,0,0,,,0,589,314,140,0,0,0,0.0,0,,65.2,FC東京
山田,10,7,0,70.0,70.0,2,3,0,0,0,0,0,0.0,0,,0.0,FC東京
柳町,9,1,1,11.1,0.0,0,0,0,0,0,0,0,0.0,0,,,FC東京
橘,0,0,0,,,0,97,47,22,0,0,0,0.0,0,,59.8,FC東京
井上,57,28,1,49.1,47.4,1,11,7,1,0,0,0,0.0,0,,68.2,FC東京
平田,129,70,5,54.3,50.4,4,23,10,4,0,0,0,0.0,0,,52.2,FC東京
玉宅,0,0,0,,,0,0,0,0,0,0,0,0.0,0,,,FC東京
手塚,49,18,6,36.7,24.5,2,31,7,7,0,0,0,0.0,0,,33.9,FC東京
プレモビッチ,688,334,46,48.5,41.9,11,2,0,0,0,0,0,0.0,0,,0.0,FC東京
宮原,0,0,0,,,0,1,0,1,0,0,0,0.0,0,,50.0,FC東京
谷口,2,2,0,100.0,100.0,0,9,3,3,0,0,0,0.0,0,,50.0,FC東京
小田嶋,31,18,0,58.1,58.1,7,8,0,3,0,0,0,0.0,0,,18.8,FC東京
黒田,65,33,5,50.8,43.1,1,64,23,18,0,0,0,0.0,0,,50.0,FC東京
米田,22,9,0,40.9,40.9,0,42,14,5,0,0,0,0.0,0,,39.3,大分三好ヴァイセアドラー
高松,131,46,7,35.1,29.8,1,168,71,39,0,0,0,0.0,0,,53.9,大分三好ヴァイセアドラー
古賀,133,59,14,44.4,33.8,1,0,0,0,0,0,0,0.0,0,,,大分三好ヴァイセアドラー
松尾,0,0,0,,,0,182,66,55,0,0,0,0.0,0,,51.4,大分三好ヴァイセアドラー
大西,120,54,7,45.0,39.2,9,22,9,5,0,0,0,0.0,0,,52.3,大分三好ヴァイセアドラー
井口,4,1,0,25.0,25.0,2,2,0,0,0,0,0,0.0,0,,0.0,大分三好ヴァイセアドラー
林,232,125,12,53.9,48.7,4,27,13,4,0,0,0,0.0,0,,55.6,大分三好ヴァイセアドラー
濱本,0,0,0,,,0,0,0,0,0,0,0,0.0,0,,,大分三好ヴァイセアドラー
山田,335,162,29,48.4,39.7,2,541,251,123,0,0,0,0.0,0,,57.8,大分三好ヴァイセアドラー
川口,85,39,2,45.9,43.5,4,12,3,6,0,0,0,0.0,0,,50.0,大分三好ヴァイセアドラー
ストックトン,807,362,77,44.9,35.3,11,4,1,0,0,0,0,0.0,0,,25.0,大分三好ヴァイセアドラー
藤岡,3,1,0,33.3,33.3,2,0,0,0,0,0,0,0.0,0,,,大分三好ヴァイセアドラー
田尻,0,0,0,,,0,0,0,0,0,0,0,0.0,0,,,大分三好ヴァイセアドラー
久保田,0,0,0,,,0,372,149,98,0,0,0,0.0,0,,53.2,大分三好ヴァイセアドラー
勝,152,75,5,49.3,46.1,0,233,63,63,0,0,0,0.0,0,,40.6,大分三好ヴァイセアドラー
バグナス,564,307,39,54.4,47.5,8,661,206,176,0,0,0,0.0,0,,44.5,大分三好ヴァイセアドラー
石橋,0,0,0,,,0,0,0,0,0,0,0,0.0,0,,,大分三好ヴァイセアドラー
辻口,0,0,0,,,0,0,0,0,0,0,0,0.0,0,,,大分三好ヴァイセアドラー
池田(幸),335,137,38,40.9,29.6,7,461,185,125,0,0,0,0.0,0,,53.7,VC長野トライデンツ
笠利,250,102,18,40.8,33.6,2,459,170,118,0,0,0,0.0,0,,49.9,VC長野トライデンツ
森崎,117,64,5,54.7,50.4,2,32,12,8,0,0,0,0.0,0,,50.0,VC長野トライデンツ
戸嵜,646,306,40,47.4,41.2,14,827,352,208,0,0,0,0.0,0,,55.1,VC長野トライデンツ
山本,0,0,0,,,0,453,200,98,0,0,0,0.0,0,,55.0,VC長野トライデンツ
中村,168,77,6,45.8,42.3,13,22,11,0,0,0,0,0.0,0,,50.0,VC長野トライデンツ
河東,13,5,0,38.5,38.5,0,4,0,0,0,0,0,0.0,0,,0.0,VC長野トライデンツ
椿,3,2,0,66.7,66.7,2,4,0,0,0,0,0,0.0,0,,0.0,VC長野トライデンツ
高澤,0,0,0,,,0,29,12,5,0,0,0,0.0,0,,50.0,VC長野トライデンツ
角,0,0,0,,,0,26,12,6,0,0,0,0.0,0,,57.7,VC長野トライデンツ
伊藤,13,7,0,53.8,53.8,0,18,3,3,0,0,0,0.0,0,,25.0,VC長野トライデンツ
矢貫,122,63,4,51.6,48.4,8,23,10,8,0,0,0,0.0,0,,60.9,VC長野トライデンツ
森﨑,0,0,0,,,0,0,0,0,0,0,0,0.0,0,,,VC長野トライデンツ
リヴァン,1054,512,58,48.6,43.1,15,6,1,1,0,0,0,0.0,0,,25.0,VC長野トライデンツ
池田,0,0,0,,,0,0,0,0,0,0,0,0.0,0,,,VC長野トライデンツ
波佐間,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,,,VC長野トライデンツ
池田(颯),27,10,2,37.0,29.6,0,0,0,0,0,0,0,0.0,0,,,VC長野トライデンツ
