名前,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
合田心平,JTサンダーズ広島,12,60,60,14,36,2,0,0,0.0,0.0,0,0,0,0,43,2,1,8,0,0,0,2,,0.0,0.0,8.7,
唐川大志,JTサンダーズ広島,15,70,68,17,138,0,0,0,,,0,0,0,0,0,0,0,0,491,219,114,0,,0.0,0.0,,56.2
喜入祥充,サントリーサンバーズ,15,94,30,30,11,0,0,0,,,0,0,0,0,11,1,3,2,4,2,1,1,,0.0,0.0,6.8,62.5
坂下純也,JTサンダーズ広島,20,14,24,3,19,48,20,2,41.7,37.5,4,2,1,1,35,0,13,4,85,43,16,21,50.0,1.05,0.05,-6.4,60.0
堀江友裕,堺ブレイザーズ,5,46,50,12,37,0,0,0,,,0,0,0,0,1,0,1,0,49,17,10,0,,0.0,0.0,-25.0,44.9
塩田達也,サントリーサンバーズ,12,97,30,31,114,275,157,12,57.1,52.7,0,0,0,40,320,5,52,73,42,19,14,202,,1.38,0.35,3.2,61.9
大宅真樹,サントリーサンバーズ,9,95,27,31,112,21,11,0,52.4,52.4,0,0,0,21,408,17,78,97,10,0,1,49,,0.1,0.19,5.3,5.0
大竹壱青,パナソニックパンサーズ,4,81,33,25,61,368,181,25,49.2,42.4,109,56,8,9,148,14,38,41,3,1,1,204,51.4,2.97,0.15,10.0,50.0
大西基之,大分三好ヴァイセアドラー,5,24,103,3,67,125,58,8,46.4,40.0,0,0,0,17,166,2,5,11,22,9,5,77,,0.87,0.25,2.1,52.3
季道帥,サントリーサンバーズ,6,35,13,11,12,21,13,0,61.9,61.9,5,5,0,1,21,2,6,10,14,4,2,16,100.0,1.08,0.08,14.3,35.7
安永拓弥,JTサンダーズ広島,1,61,68,14,84,182,94,8,51.6,47.3,0,0,0,19,153,1,17,9,14,2,5,114,,1.12,0.23,-0.7,32.1
宮原和輝,FC東京,22,11,13,3,12,0,0,0,,,0,0,0,0,14,0,2,5,7,0,2,0,,0.0,0.0,5.4,14.3
宮原貴人,堺ブレイザーズ,3,22,32,5,19,70,25,5,35.7,28.6,26,12,4,1,25,3,7,7,0,0,0,29,46.2,1.32,0.05,12.0,
宮浦健人,ジェイテクトSTINGS,15,28,12,9,34,17,12,0,70.6,70.6,4,3,0,0,43,5,8,9,0,0,0,17,75.0,0.35,0.0,12.2,
富松崇彰,東レアローズ,1,62,63,16,55,132,81,6,61.4,56.8,0,0,0,32,137,4,8,26,12,7,2,117,,1.47,0.58,6.2,66.7
富田将馬,東レアローズ,9,65,65,17,126,688,328,45,47.7,41.1,87,37,4,24,484,26,96,131,914,476,244,378,42.5,2.6,0.19,7.2,65.4
専田和也,パナソニックパンサーズ,12,11,6,3,6,0,0,0,,,0,0,0,0,8,0,1,2,5,5,0,0,,0.0,0.0,3.1,100.0
小宮雄一郎,パナソニックパンサーズ,22,95,41,29,102,213,121,7,56.8,53.5,0,0,0,45,335,8,37,67,19,6,5,174,,1.19,0.44,4.6,44.7
小山貴稀,ウルフドッグス名古屋,13,3,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小川智大,ウルフドッグス名古屋,24,81,40,25,121,0,0,0,,,0,0,0,0,0,0,0,0,567,355,120,0,,0.0,0.0,,73.2
小川猛,サントリーサンバーズ,18,51,12,16,42,21,14,0,66.7,66.7,0,0,0,0,19,2,5,5,0,0,0,16,,0.33,0.0,10.5,
小林光輝,ジェイテクトSTINGS,10,78,53,23,43,6,3,0,50.0,50.0,0,0,0,3,71,1,10,11,1,1,0,7,,0.07,0.07,1.8,100.0
小池勇輝,堺ブレイザーズ,12,36,48,8,49,1,0,0,0.0,0.0,1,0,0,0,46,2,16,9,30,15,4,2,0.0,0.0,0.0,0.5,56.7
小澤宙輝,東レアローズ,17,61,55,16,54,284,134,16,47.2,41.5,65,27,8,13,171,11,36,63,160,60,40,158,41.5,2.48,0.24,10.4,50.0
小田嶋大貴,FC東京,12,25,42,4,31,37,20,0,54.1,54.1,0,0,0,10,74,1,5,20,8,0,3,31,,0.65,0.32,6.4,18.8
小野寺太志,JTサンダーズ広島,2,70,68,17,138,520,288,18,55.4,51.9,0,0,0,90,504,14,55,128,51,28,9,392,,2.09,0.65,6.4,63.7
小野遥輝,サントリーサンバーズ,3,97,30,31,100,241,140,5,58.1,56.0,0,0,0,41,305,13,92,97,15,5,5,194,,1.4,0.41,4.7,50.0
山内晶大,パナソニックパンサーズ,10,95,41,29,125,322,192,9,59.6,56.8,0,0,0,56,438,14,25,116,23,10,5,262,,1.54,0.45,8.4,54.3
山口拓海,東レアローズ,3,65,65,17,130,0,0,0,,,0,0,0,0,0,0,0,0,758,353,208,0,,0.0,0.0,,60.3
山口頌平,堺ブレイザーズ,14,68,70,17,62,0,0,0,,,0,0,0,0,85,4,4,9,0,0,0,4,,0.0,0.0,6.2,
山崎彰都,ウルフドッグス名古屋,26,84,40,26,18,97,40,5,41.2,36.1,7,3,1,4,60,2,10,13,96,36,24,46,42.9,2.22,0.22,4.6,50.0
山崎貴矢,堺ブレイザーズ,6,63,64,16,61,43,18,4,41.9,32.6,0,0,0,2,115,7,38,26,1,0,0,27,,0.3,0.03,3.5,0.0
山本将平,JTサンダーズ広島,18,70,68,17,98,423,167,25,39.5,33.6,45,17,2,24,309,19,68,85,574,267,137,210,37.8,1.7,0.24,7.5,58.4
山本憲吾,VC長野トライデンツ,12,34,101,4,131,0,0,0,,,0,0,0,0,0,0,0,0,506,220,116,0,,0.0,0.0,,54.9
山本智大,堺ブレイザーズ,20,66,67,17,133,0,0,0,,,0,0,0,0,0,0,0,0,532,293,131,0,,0.0,0.0,,67.4
山田滉太,大分三好ヴァイセアドラー,10,24,103,3,123,454,204,44,44.9,35.2,106,60,11,16,349,36,108,119,633,281,151,256,56.6,1.66,0.13,11.1,56.3
山田脩造,ウルフドッグス名古屋,1,84,40,26,106,302,122,30,40.4,30.5,21,8,5,18,369,18,71,88,507,204,123,158,38.1,1.15,0.17,6.0,52.4
山田要平,FC東京,4,47,85,8,42,17,13,0,76.5,76.5,0,0,0,5,55,1,8,7,3,0,0,19,,0.31,0.12,1.4,0.0
山近哲,ウルフドッグス名古屋,2,81,40,25,111,188,110,3,58.5,56.9,0,0,0,35,280,10,39,67,13,9,1,155,,0.99,0.32,6.1,73.1
峯村雄大,東レアローズ,7,65,65,17,102,16,9,0,56.2,56.2,0,0,0,0,151,7,33,40,40,15,11,16,,0.09,0.0,5.8,51.2
川口喬,大分三好ヴァイセアドラー,8,24,103,3,70,112,57,2,50.9,49.1,0,0,0,18,186,4,34,33,16,6,7,79,,0.81,0.26,2.0,59.4
川口太一,ウルフドッグス名古屋,20,80,36,25,20,0,0,0,,,0,0,0,0,0,0,0,0,22,4,7,0,,0.0,0.0,,34.1
平田亮介,FC東京,21,47,88,8,100,180,89,8,49.4,45.0,0,0,0,14,284,8,54,63,25,11,4,111,,0.89,0.14,3.6,52.0
戸嵜嵩大,VC長野トライデンツ,7,34,101,4,134,940,412,61,43.8,37.3,162,86,19,40,437,14,107,87,941,397,239,466,53.1,3.07,0.3,2.1,54.9
手原紳,FC東京,16,47,88,8,127,21,7,1,33.3,28.6,1,0,0,25,435,11,27,99,8,0,0,43,0.0,0.06,0.2,6.7,0.0
手塚大,FC東京,9,44,87,7,36,70,23,8,32.9,21.4,8,3,2,5,50,2,10,12,33,7,8,30,37.5,0.64,0.14,5.0,33.3
新井雄大,JTサンダーズ広島,9,16,22,4,33,149,63,18,42.3,30.2,11,3,4,12,108,6,20,27,213,78,47,81,27.3,1.91,0.36,7.2,47.7
新貴裕,パナソニックパンサーズ,20,95,41,29,72,11,7,0,63.6,63.6,0,0,0,6,112,7,29,33,3,0,0,20,,0.1,0.08,7.1,0.0
星野秀知,東レアローズ,10,65,65,17,78,322,144,13,44.7,40.7,2,0,0,21,219,3,23,49,292,130,77,168,0.0,1.85,0.27,4.3,57.7
本間隆太,ジェイテクトSTINGS,17,78,53,23,131,0,0,0,,,0,0,0,0,0,0,0,0,463,224,132,0,,0.0,0.0,,62.6
李博,東レアローズ,15,65,65,17,104,281,160,15,56.9,51.6,1,0,0,40,315,10,40,89,39,24,7,210,0.0,1.54,0.38,7.1,70.5
村山豪,ジェイテクトSTINGS,9,22,10,7,17,40,22,0,55.0,55.0,0,0,0,3,43,0,7,8,3,2,0,25,,1.29,0.18,0.6,66.7
松尾敬介,大分三好ヴァイセアドラー,7,23,91,3,65,0,0,0,,,0,0,0,0,0,0,0,0,187,66,58,0,,0.0,0.0,,50.8
松本慶彦,堺ブレイザーズ,1,68,73,17,133,376,205,16,54.5,50.3,0,0,0,60,451,7,18,96,20,9,7,272,,1.54,0.45,5.9,62.5
松林憲太郎,サントリーサンバーズ,5,16,8,5,1,3,2,0,66.7,66.7,0,0,0,0,0,0,0,0,0,0,0,2,,2.0,0.0,,
林一壽,大分三好ヴァイセアドラー,9,24,103,3,127,271,145,14,53.5,48.3,0,0,0,25,289,3,38,49,36,18,7,173,,1.14,0.2,2.0,59.7
柳澤広平,ジェイテクトSTINGS,7,34,27,10,24,122,55,4,45.1,41.8,9,2,3,4,81,1,2,20,109,40,27,60,22.2,2.29,0.17,6.8,49.1
柳田将洋,サントリーサンバーズ,8,96,27,31,117,773,402,38,52.0,47.1,206,119,11,28,478,42,105,172,434,118,104,472,57.8,3.44,0.24,12.3,39.2
柳町逸太,FC東京,13,10,14,2,5,9,1,1,11.1,0.0,3,0,1,0,3,0,1,1,0,0,0,1,0.0,0.2,0.0,0.0,
栗山英之,FC東京,8,47,88,8,129,448,271,18,60.5,56.5,0,0,0,58,392,6,29,85,26,9,6,335,,2.1,0.45,5.1,46.2
栗山雅史,サントリーサンバーズ,19,97,30,31,42,238,114,13,47.9,42.4,93,48,6,9,103,5,13,25,5,2,1,128,51.6,2.71,0.21,7.8,50.0
梅本鈴太郎,堺ブレイザーズ,18,8,9,2,3,5,2,1,40.0,20.0,0,0,0,1,1,0,0,0,0,0,0,3,,0.67,0.33,0.0,
梅野聡,東レアローズ,19,16,29,3,1,1,0,0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
森崎健史,VC長野トライデンツ,16,26,68,4,72,138,75,6,54.3,50.0,0,0,0,15,236,13,40,51,35,14,8,103,,1.04,0.21,6.7,51.4
椿山竜介,ウルフドッグス名古屋,14,84,40,26,23,95,51,5,53.7,48.4,20,10,2,3,44,3,15,10,0,0,0,57,50.0,2.22,0.13,4.0,
椿芽久,VC長野トライデンツ,13,34,101,4,84,6,5,0,83.3,83.3,0,0,0,3,103,0,4,9,5,0,0,8,,0.06,0.04,1.2,0.0
樋口裕希,堺ブレイザーズ,2,62,72,15,104,551,248,27,45.0,40.1,130,72,10,35,316,7,58,97,575,230,132,290,55.4,2.38,0.34,5.3,51.5
橘裕也,FC東京,3,44,85,7,75,0,0,0,,,0,0,0,0,2,0,0,0,104,51,21,0,,0.0,0.0,0.0,59.1
武智洸史,JTサンダーズ広島,8,54,44,14,57,192,83,15,43.2,35.4,14,8,1,11,124,2,25,17,209,92,54,96,57.1,1.46,0.19,0.0,56.9
武藤鉄也,FC東京,18,13,24,2,26,84,43,3,51.2,47.6,0,0,0,9,78,2,6,15,10,6,3,54,,1.65,0.35,5.4,75.0
永野健,パナソニックパンサーズ,17,95,41,29,114,0,0,0,,,0,0,0,0,0,0,0,0,527,264,145,0,,0.0,0.0,,63.9
永露元稀,ウルフドッグス名古屋,21,84,40,26,90,6,4,1,66.7,50.0,0,0,0,1,139,10,21,35,2,0,0,15,,0.04,0.01,9.7,0.0
池田幸太,VC長野トライデンツ,9,31,95,4,99,460,190,49,41.3,30.7,89,44,15,18,250,10,73,65,503,197,137,218,49.4,1.92,0.18,3.2,52.8
池田颯太,VC長野トライデンツ,3,19,60,3,17,31,11,2,35.5,29.0,5,2,1,1,17,0,2,5,0,0,0,12,40.0,0.65,0.06,4.4,
河東祐大,VC長野トライデンツ,8,34,101,4,122,15,5,0,33.3,33.3,0,0,0,6,368,1,6,62,4,0,0,12,,0.04,0.05,4.1,0.0
波佐間泰平,VC長野トライデンツ,15,30,83,4,32,1,0,0,0.0,0.0,0,0,0,0,41,2,2,16,0,0,0,2,,0.0,0.0,13.4,
浅野博亮,ジェイテクトSTINGS,19,50,41,14,20,2,0,0,0.0,0.0,0,0,0,0,1,0,0,0,23,9,3,0,,0.0,0.0,0.0,45.7
深津旭弘,JTサンダーズ広島,3,56,56,14,98,38,26,0,68.4,68.4,2,0,0,20,375,8,21,110,9,0,1,54,0.0,0.27,0.2,8.1,5.6
深津英臣,パナソニックパンサーズ,2,95,41,29,131,41,22,1,53.7,51.2,2,0,0,26,526,20,33,165,10,0,0,68,0.0,0.17,0.2,10.1,0.0
清水邦広,パナソニックパンサーズ,1,81,35,25,104,828,455,39,55.0,50.2,292,153,17,24,378,41,68,124,20,6,8,520,52.4,4.38,0.23,14.6,50.0
渡辺奏吾,パナソニックパンサーズ,5,89,40,27,62,338,153,11,45.3,42.0,21,11,2,7,199,7,39,45,327,115,91,167,52.4,2.47,0.11,4.3,49.1
濱本豊,大分三好ヴァイセアドラー,16,14,67,3,51,0,0,0,,,0,0,0,0,59,0,10,10,0,0,0,0,,0.0,0.0,0.0,
熊倉允,JTサンダーズ広島,14,36,22,9,9,19,4,2,21.1,10.5,8,2,1,0,9,0,4,4,1,0,1,4,25.0,0.44,0.0,0.0,50.0
玉宅健太郎,FC東京,2,12,28,2,22,1,0,0,0.0,0.0,0,0,0,0,21,1,4,5,0,0,0,1,,0.0,0.0,6.0,
田尻信太郎,大分三好ヴァイセアドラー,2,0,12,0,5,0,0,0,,,0,0,0,0,6,0,1,0,0,0,0,0,,0.0,0.0,-4.2,
白岩直也,ウルフドッグス名古屋,7,81,40,25,58,59,25,3,42.4,37.3,0,0,0,3,62,0,7,11,160,61,50,28,,0.43,0.05,1.6,53.8
白澤健児,パナソニックパンサーズ,6,95,41,29,29,40,23,1,57.5,55.0,0,0,0,11,76,1,5,13,1,0,1,35,,0.79,0.38,3.9,50.0
真子康佑,東レアローズ,8,5,5,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
矢貫龍馬,VC長野トライデンツ,14,34,98,4,100,151,75,5,49.7,46.4,0,0,0,29,311,6,12,58,28,14,8,110,,0.75,0.29,5.6,64.3
石橋克哉,大分三好ヴァイセアドラー,12,0,3,0,2,0,0,0,,,0,0,0,0,2,0,2,0,0,0,0,0,,0.0,0.0,-25.0,
神谷雄飛,ウルフドッグス名古屋,8,57,28,18,21,6,6,0,100.0,100.0,0,0,0,0,33,0,3,9,1,0,0,6,,0.29,0.0,4.5,0.0
福山汰一,ジェイテクトSTINGS,4,78,53,23,131,298,143,18,48.0,41.9,0,0,0,83,496,21,41,121,38,18,15,247,,1.09,0.63,8.3,67.1
秦耕介,サントリーサンバーズ,11,97,30,31,22,76,40,2,52.6,50.0,16,11,2,2,58,4,7,18,85,32,22,46,68.8,1.82,0.09,11.6,50.6
竹元裕太郎,堺ブレイザーズ,21,53,61,13,32,31,12,3,38.7,29.0,0,0,0,9,51,0,2,13,1,1,0,21,,0.38,0.28,5.4,100.0
笠利真吾,VC長野トライデンツ,5,34,101,4,96,356,134,24,37.6,30.9,15,5,2,10,254,4,45,52,499,185,128,148,33.3,1.4,0.1,2.3,49.9
米山裕太,東レアローズ,5,65,65,17,47,99,37,3,37.4,34.3,3,2,0,3,72,0,16,9,137,55,40,40,66.7,0.79,0.06,-2.4,54.7
米田亘希,大分三好ヴァイセアドラー,24,22,94,3,78,37,15,1,40.5,37.8,8,4,0,2,105,6,31,17,52,15,8,23,50.0,0.19,0.03,2.4,36.5
興梠亮,ジェイテクトSTINGS,12,78,53,23,7,0,0,0,,,0,0,0,0,0,0,0,0,9,5,0,0,,0.0,0.0,,55.6
落合一貴,東レアローズ,6,65,65,17,17,18,7,3,38.9,22.2,9,2,3,1,25,0,8,5,0,0,0,8,22.2,0.41,0.06,-3.0,
藤中優斗,ジェイテクトSTINGS,1,78,53,23,127,412,166,25,40.3,34.2,11,3,2,30,447,5,24,91,758,330,205,201,27.3,1.31,0.24,4.9,57.1
藤中謙也,サントリーサンバーズ,10,97,30,31,122,495,265,26,53.5,48.3,98,55,6,37,466,12,63,60,874,380,233,314,56.1,2.17,0.3,2.4,56.8
藤井直伸,東レアローズ,21,65,65,17,123,10,6,2,60.0,40.0,0,0,0,12,405,9,32,86,13,0,1,27,,0.05,0.1,5.6,3.8
藤原奨太,大分三好ヴァイセアドラー,14,0,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
藤岡諒馬,大分三好ヴァイセアドラー,22,24,103,3,67,6,2,0,33.3,33.3,0,0,0,8,147,1,13,22,0,0,0,11,,0.03,0.12,2.2,
袴谷亮介,ジェイテクトSTINGS,11,72,51,21,57,125,61,13,48.8,38.4,58,27,5,2,94,5,35,23,0,0,0,68,46.6,1.07,0.04,2.1,
西村信,JTサンダーズ広島,22,8,10,1,6,0,0,0,,,0,0,0,0,3,0,2,0,7,2,3,0,,0.0,0.0,-16.7,50.0
西田寛基,サントリーサンバーズ,20,97,30,31,94,2,1,0,50.0,50.0,0,0,0,3,174,8,23,35,2,1,0,12,,0.01,0.03,6.3,50.0
西田有志,ジェイテクトSTINGS,14,77,47,23,120,1287,692,109,53.8,45.3,533,288,72,73,507,68,163,188,6,0,3,833,54.0,5.77,0.61,14.6,25.0
西知恕,JTサンダーズ広島,16,51,51,12,29,92,47,2,51.1,48.9,0,0,0,6,75,2,5,12,9,6,3,55,,1.62,0.21,5.0,83.3
角雅也,VC長野トライデンツ,22,25,75,2,43,0,0,0,,,0,0,0,0,0,0,0,0,26,12,6,0,,0.0,0.0,,57.7
谷口渉,FC東京,15,26,37,6,10,2,2,0,100.0,100.0,0,0,0,0,8,0,2,1,9,3,3,2,,0.2,0.0,-3.1,50.0
辻口泰地,大分三好ヴァイセアドラー,19,0,3,0,2,0,0,0,,,0,0,0,0,3,0,0,2,0,0,0,0,,0.0,0.0,16.7,
近裕崇,ウルフドッグス名古屋,6,81,39,25,109,229,135,5,59.0,56.8,0,0,0,52,381,12,43,101,21,6,9,199,,1.24,0.48,7.0,50.0
迫田郭志,FC東京,1,47,88,8,131,697,274,43,39.3,33.1,42,16,7,31,458,21,101,102,1095,496,299,326,38.1,2.09,0.24,4.6,58.9
郡浩也,ジェイテクトSTINGS,8,63,42,19,36,104,51,4,49.0,45.2,27,14,1,3,56,5,8,14,84,33,20,59,51.9,1.42,0.08,11.6,51.2
酒井啓輔,東レアローズ,14,54,49,15,50,3,2,0,66.7,66.7,0,0,0,8,42,0,2,8,0,0,0,10,,0.04,0.16,3.6,
金丸晃大,ジェイテクトSTINGS,2,78,53,23,62,4,1,1,25.0,0.0,0,0,0,3,17,0,0,2,3,2,0,4,,0.02,0.05,2.9,66.7
金子聖輝,JTサンダーズ広島,17,65,53,17,74,101,42,10,41.6,31.7,20,8,5,19,211,10,16,52,6,0,2,71,40.0,0.57,0.26,9.0,16.7
鈴木悠二,東レアローズ,18,65,65,17,105,41,22,3,53.7,46.3,0,0,0,3,218,15,41,63,10,8,0,40,,0.21,0.03,9.4,80.0
鈴木祐貴,パナソニックパンサーズ,11,3,1,1,1,4,1,0,25.0,25.0,0,0,0,1,1,1,0,1,0,0,0,3,,1.0,1.0,125.0,
長友優磨,FC東京,14,45,82,8,91,517,248,41,48.0,40.0,218,103,21,12,212,6,37,51,5,1,0,266,47.2,2.73,0.13,4.5,20.0
長田翼,VC長野トライデンツ,24,18,47,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
