名前,年月,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
ムセルスキードミトリー,2020-11,サントリーサンバーズ,13,20,10,6,29,338,172,28,50.9,42.6,173,77,20,14,101,6,25,25,1,0,0,192,44.5,5.93,0.48,5.9,0.0
ムセルスキードミトリー,2021-01,サントリーサンバーズ,13,18,4,6,22,248,148,15,59.7,53.6,93,46,6,13,82,10,30,27,1,0,0,171,49.5,6.73,0.59,11.3,0.0
ムセルスキードミトリー,2021-02,サントリーサンバーズ,13,24,4,8,28,300,160,29,53.3,43.7,121,64,17,16,124,19,24,54,0,0,0,195,52.9,5.71,0.57,21.4,
ムセルスキードミトリー,2021-03,サントリーサンバーズ,13,22,5,7,23,208,133,18,63.9,55.3,86,61,10,14,111,22,26,40,0,0,0,169,70.9,5.78,0.61,23.0,
ユンボンウ,2020-10,ウルフドッグス名古屋,9,11,7,3,3,2,1,0,50.0,50.0,0,0,0,1,7,0,2,1,0,0,0,2,,0.33,0.33,-3.6,
ユンボンウ,2020-11,ウルフドッグス名古屋,9,21,5,7,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
ユンボンウ,2020-12,ウルフドッグス名古屋,9,4,4,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
ユンボンウ,2021-01,ウルフドッグス名古屋,9,15,6,5,2,1,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
ユンボンウ,2021-02,ウルフドッグス名古屋,9,11,9,3,2,4,1,2,25.0,-25.0,0,0,0,0,5,0,2,0,1,0,0,1,,0.5,0.0,-10.0,0.0
ユンボンウ,2021-03,ウルフドッグス名古屋,9,22,9,7,10,7,2,0,28.6,28.6,0,0,0,7,15,3,4,2,1,0,0,12,,0.2,0.7,16.7,0.0
ロジャーズ海,2020-11,JTサンダーズ広島,21,2,6,0,5,1,0,0,0.0,0.0,0,0,0,1,8,0,2,0,0,0,0,1,,0.0,0.2,-6.2,
ロジャーズ海,2020-12,JTサンダーズ広島,21,2,3,0,4,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,0,,0.0,0.0,0.0,
ロジャーズ海,2021-03,JTサンダーズ広島,21,14,5,4,13,0,0,0,,,0,0,0,0,19,0,2,1,0,0,0,0,,0.0,0.0,-1.3,
中島健太,2020-10,JTサンダーズ広島,4,15,0,5,6,9,7,0,77.8,77.8,0,0,0,0,11,1,2,6,4,2,0,8,,1.17,0.0,18.2,50.0
中島健太,2020-11,JTサンダーズ広島,4,4,9,0,5,16,9,0,56.2,56.2,0,0,0,0,18,2,4,3,1,0,0,11,,1.8,0.0,9.7,0.0
中島健太,2021-01,JTサンダーズ広島,4,10,14,2,13,16,12,1,75.0,68.8,0,0,0,1,28,0,2,3,7,3,1,13,,0.92,0.08,0.9,50.0
中島健太,2021-02,JTサンダーズ広島,4,9,6,3,10,17,8,1,47.1,41.2,0,0,0,2,21,1,3,3,4,2,0,11,,0.8,0.2,4.8,50.0
中島健太,2021-03,JTサンダーズ広島,4,3,1,1,4,6,2,0,33.3,33.3,0,0,0,1,14,2,2,2,1,1,0,5,,0.5,0.25,14.3,100.0
中村竜輔,2020-10,VC長野トライデンツ,4,3,15,0,18,38,16,0,42.1,42.1,0,0,0,8,52,3,4,2,9,3,0,27,,0.89,0.44,4.8,33.3
中村竜輔,2020-11,VC長野トライデンツ,4,8,20,1,24,43,18,4,41.9,32.6,0,0,0,12,58,0,6,4,1,1,0,30,,0.75,0.5,-0.9,100.0
中村竜輔,2020-12,VC長野トライデンツ,4,4,6,0,6,13,6,0,46.2,46.2,0,0,0,3,18,2,2,5,0,0,0,11,,1.0,0.5,15.3,
中村竜輔,2021-01,VC長野トライデンツ,4,7,14,2,15,28,14,1,50.0,46.4,0,0,0,6,45,0,5,4,5,4,0,20,,0.93,0.4,-0.6,80.0
中村竜輔,2021-02,VC長野トライデンツ,4,7,24,0,31,49,20,1,40.8,38.8,0,0,0,14,103,1,9,25,6,2,0,35,,0.65,0.45,4.9,33.3
中村竜輔,2021-03,VC長野トライデンツ,4,5,22,1,27,37,19,2,51.4,45.9,0,0,0,11,84,2,10,11,3,1,1,32,,0.7,0.41,2.7,50.0
久保山尚,2020-10,ジェイテクトSTINGS,16,13,8,4,18,2,2,0,100.0,100.0,0,0,0,4,48,0,1,5,1,0,0,6,,0.11,0.22,2.1,0.0
久保山尚,2020-11,ジェイテクトSTINGS,16,17,12,5,27,1,1,0,100.0,100.0,0,0,0,8,96,0,4,20,1,0,0,9,,0.04,0.3,4.2,0.0
久保山尚,2020-12,ジェイテクトSTINGS,16,4,4,1,2,0,0,0,,,0,0,0,0,7,0,0,2,1,0,0,0,,0.0,0.0,7.1,0.0
久保山尚,2021-01,ジェイテクトSTINGS,16,10,12,2,22,3,2,0,66.7,66.7,0,0,0,1,64,2,3,9,1,0,0,5,,0.09,0.05,5.5,0.0
久保山尚,2021-02,ジェイテクトSTINGS,16,15,7,5,21,1,1,0,100.0,100.0,0,0,0,3,73,2,3,12,3,0,0,6,,0.05,0.14,5.8,0.0
久保山尚,2021-03,ジェイテクトSTINGS,16,19,10,6,24,2,1,0,50.0,50.0,0,0,0,4,69,1,3,13,2,0,0,6,,0.04,0.17,5.1,0.0
久保田雅人,2020-10,大分三好ヴァイセアドラー,13,1,15,0,12,0,0,0,,,0,0,0,0,0,0,0,0,81,33,10,0,,0.0,0.0,,46.9
久保田雅人,2020-11,大分三好ヴァイセアドラー,13,4,21,0,8,0,0,0,,,0,0,0,0,0,0,0,0,35,11,13,0,,0.0,0.0,,50.0
久保田雅人,2020-12,大分三好ヴァイセアドラー,13,3,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
久保田雅人,2021-01,大分三好ヴァイセアドラー,13,5,18,0,20,0,0,0,,,0,0,0,0,0,0,0,0,84,35,22,0,,0.0,0.0,,54.8
久保田雅人,2021-02,大分三好ヴァイセアドラー,13,7,21,2,25,0,0,0,,,0,0,0,0,0,0,0,0,119,45,38,0,,0.0,0.0,,53.8
久保田雅人,2021-03,大分三好ヴァイセアドラー,13,4,22,1,25,0,0,0,,,0,0,0,0,0,0,0,0,92,41,23,0,,0.0,0.0,,57.1
久原大輝,2020-10,JTサンダーズ広島,11,6,0,2,2,0,0,0,,,0,0,0,0,2,0,0,2,0,0,0,0,,0.0,0.0,25.0,
久原大輝,2020-11,JTサンダーズ広島,11,8,12,2,11,0,0,0,,,0,0,0,0,16,0,0,2,1,1,0,0,,0.0,0.0,3.1,100.0
久原大輝,2020-12,JTサンダーズ広島,11,0,3,0,3,0,0,0,,,0,0,0,0,3,0,0,1,5,1,1,0,,0.0,0.0,8.3,30.0
久原大輝,2021-01,JTサンダーズ広島,11,1,3,0,3,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,0,,0.0,0.0,0.0,
久原大輝,2021-02,JTサンダーズ広島,11,1,6,0,5,0,0,0,,,0,0,0,0,6,0,2,1,1,1,0,0,,0.0,0.0,-4.2,100.0
久原大輝,2021-03,JTサンダーズ広島,11,9,8,2,10,0,0,0,,,0,0,0,0,13,0,1,2,0,0,0,0,,0.0,0.0,1.9,
久原翼,2020-10,パナソニックパンサーズ,7,15,4,5,18,104,56,3,53.8,51.0,7,4,0,8,74,3,3,17,88,33,25,67,57.1,3.11,0.44,8.8,51.7
久原翼,2020-11,パナソニックパンサーズ,7,16,12,4,17,77,30,11,39.0,24.7,7,5,1,3,45,3,4,18,79,33,19,36,71.4,1.76,0.18,14.4,53.8
久原翼,2020-12,パナソニックパンサーズ,7,6,2,2,7,37,20,1,54.1,51.4,4,3,0,5,26,0,2,8,48,22,15,25,75.0,2.86,0.71,5.8,61.5
久原翼,2021-01,パナソニックパンサーズ,7,15,10,4,22,101,59,6,58.4,52.5,10,6,0,4,70,2,6,20,129,51,45,65,60.0,2.68,0.18,7.9,57.0
久原翼,2021-02,パナソニックパンサーズ,7,22,6,7,24,118,59,11,50.0,40.7,14,9,2,6,87,1,7,32,135,50,44,66,64.3,2.46,0.25,8.3,53.3
久原翼,2021-03,パナソニックパンサーズ,7,12,1,4,12,53,19,5,35.8,26.4,9,4,0,4,47,3,3,10,58,27,12,26,44.4,1.58,0.33,10.1,56.9
井上仁,2020-10,FC東京,5,4,9,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
井上仁,2020-11,FC東京,5,11,18,1,11,26,12,2,46.2,38.5,0,0,0,3,24,3,3,5,3,2,1,18,,1.09,0.27,14.6,83.3
井上仁,2020-12,FC東京,5,6,4,2,7,21,12,0,57.1,57.1,0,0,0,3,23,2,4,9,4,3,0,17,,1.71,0.43,14.1,75.0
井上仁,2021-01,FC東京,5,2,3,0,3,5,2,0,40.0,40.0,0,0,0,0,12,0,2,3,2,1,0,2,,0.67,0.0,2.1,50.0
井上仁,2021-02,FC東京,5,6,15,1,5,11,4,0,36.4,36.4,0,0,0,3,8,0,0,0,1,0,0,7,,0.8,0.6,0.0,0.0
井上仁,2021-03,FC東京,5,4,21,0,4,10,4,0,40.0,40.0,0,0,0,0,8,0,0,1,2,1,0,4,,1.0,0.0,3.1,50.0
井上慎一朗,2020-10,JTサンダーズ広島,5,6,0,2,4,16,9,1,56.2,50.0,3,1,0,1,10,1,3,2,8,4,2,11,33.3,2.25,0.25,7.5,62.5
井上慎一朗,2020-11,JTサンダーズ広島,5,11,15,2,16,20,7,2,35.0,25.0,3,1,1,1,12,0,5,3,5,1,2,8,33.3,0.44,0.06,-4.2,40.0
井上慎一朗,2020-12,JTサンダーズ広島,5,2,6,0,1,2,1,1,50.0,0.0,0,0,0,0,1,0,0,0,3,0,0,1,,1.0,0.0,0.0,0.0
井上慎一朗,2021-01,JTサンダーズ広島,5,10,14,2,7,0,0,0,,,0,0,0,0,13,1,2,0,0,0,0,1,,0.0,0.0,3.8,
井上慎一朗,2021-02,JTサンダーズ広島,5,10,9,3,6,0,0,0,,,0,0,0,0,7,1,5,1,0,0,0,1,,0.0,0.0,0.0,
井上航,2020-10,JTサンダーズ広島,10,15,0,5,3,0,0,0,,,0,0,0,0,0,0,0,0,4,2,2,0,,0.0,0.0,,75.0
井上航,2020-11,JTサンダーズ広島,10,12,18,2,1,0,0,0,,,0,0,0,0,0,0,0,0,2,0,1,0,,0.0,0.0,,25.0
井上航,2020-12,JTサンダーズ広島,10,2,6,0,7,0,0,0,,,0,0,0,0,0,0,0,0,20,12,3,0,,0.0,0.0,,67.5
井上航,2021-01,JTサンダーズ広島,10,10,14,2,7,0,0,0,,,0,0,0,0,0,0,0,0,8,3,1,0,,0.0,0.0,,43.8
井上航,2021-02,JTサンダーズ広島,10,11,18,3,26,0,0,0,,,0,0,0,0,0,0,0,0,78,39,15,0,,0.0,0.0,,59.6
井上航,2021-03,JTサンダーズ広島,10,8,5,2,12,0,0,0,,,0,0,0,0,0,0,0,0,54,24,20,0,,0.0,0.0,,63.0
井口直紀,2020-10,大分三好ヴァイセアドラー,21,1,15,0,15,2,0,0,0.0,0.0,0,0,0,2,37,0,1,8,1,0,0,2,,0.0,0.13,4.7,0.0
井口直紀,2020-11,大分三好ヴァイセアドラー,21,4,21,0,8,0,0,0,,,0,0,0,0,25,0,2,5,0,0,0,0,,0.0,0.0,3.0,
井口直紀,2020-12,大分三好ヴァイセアドラー,21,3,6,0,7,1,0,0,0.0,0.0,0,0,0,0,7,0,0,1,0,0,0,0,,0.0,0.0,3.6,
井口直紀,2021-01,大分三好ヴァイセアドラー,21,5,18,0,17,0,0,0,,,0,0,0,0,45,1,3,8,1,0,0,1,,0.0,0.0,5.0,0.0
井口直紀,2021-02,大分三好ヴァイセアドラー,21,7,15,2,20,1,1,0,100.0,100.0,0,0,0,0,55,0,3,8,0,0,0,1,,0.05,0.0,2.3,
井口直紀,2021-03,大分三好ヴァイセアドラー,21,4,22,1,26,2,1,0,50.0,50.0,0,0,0,1,74,1,5,9,2,0,0,3,,0.04,0.04,2.7,0.0
今村貴彦,2020-10,パナソニックパンサーズ,9,15,4,5,7,8,4,1,50.0,37.5,1,0,0,1,5,0,0,1,0,0,0,5,0.0,0.57,0.14,5.0,
今村貴彦,2020-11,パナソニックパンサーズ,9,16,12,4,16,41,21,1,51.2,48.8,12,5,1,0,24,0,4,7,0,0,0,21,41.7,1.31,0.0,3.1,
今村貴彦,2020-12,パナソニックパンサーズ,9,6,2,2,4,4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
今村貴彦,2021-01,パナソニックパンサーズ,9,10,6,3,2,3,2,0,66.7,66.7,0,0,0,0,2,0,1,0,5,1,3,2,,1.0,0.0,-12.5,50.0
今村貴彦,2021-02,パナソニックパンサーズ,9,10,3,3,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
今村貴彦,2021-03,パナソニックパンサーズ,9,18,7,6,5,32,18,1,56.2,53.1,10,4,1,0,20,1,1,6,27,9,8,19,40.0,3.6,0.0,11.2,48.1
仲本賢優,2020-10,パナソニックパンサーズ,8,9,2,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
仲本賢優,2020-11,パナソニックパンサーズ,8,10,9,2,4,6,2,0,33.3,33.3,0,0,0,1,7,0,3,1,5,3,1,3,,0.5,0.25,-7.1,70.0
仲本賢優,2020-12,パナソニックパンサーズ,8,6,2,2,2,7,3,0,42.9,42.9,1,1,0,1,7,0,1,2,11,5,3,4,100.0,1.5,0.5,3.6,59.1
仲本賢優,2021-01,パナソニックパンサーズ,8,11,5,3,1,1,0,0,0.0,0.0,0,0,0,0,1,0,1,0,5,2,2,0,,0.0,0.0,-25.0,60.0
仲本賢優,2021-02,パナソニックパンサーズ,8,12,3,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
仲本賢優,2021-03,パナソニックパンサーズ,8,18,6,6,7,46,25,3,54.3,47.8,3,2,0,1,21,0,6,7,43,21,10,26,66.7,3.57,0.14,1.2,60.5
伊藤樹,2020-10,VC長野トライデンツ,6,3,15,0,5,12,6,0,50.0,50.0,0,0,0,0,8,0,3,2,11,1,2,6,,1.2,0.0,-3.1,18.2
伊藤樹,2020-11,VC長野トライデンツ,6,8,20,1,4,6,3,0,50.0,50.0,0,0,0,0,1,0,0,1,3,0,0,3,,0.75,0.0,25.0,0.0
伊藤樹,2020-12,VC長野トライデンツ,6,4,6,0,1,0,0,0,,,0,0,0,0,0,0,0,0,2,1,1,0,,0.0,0.0,,75.0
伊藤樹,2021-01,VC長野トライデンツ,6,7,14,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
伊藤樹,2021-02,VC長野トライデンツ,6,7,24,0,2,1,0,0,0.0,0.0,0,0,0,0,1,0,1,0,2,1,0,0,,0.0,0.0,-25.0,50.0
伊藤樹,2021-03,VC長野トライデンツ,6,0,15,0,2,0,0,0,,,0,0,0,0,0,0,0,0,3,0,2,0,,0.0,0.0,,33.3
伊賀亮平,2020-10,パナソニックパンサーズ,16,15,4,5,18,0,0,0,,,0,0,0,0,0,0,0,0,84,43,26,0,,0.0,0.0,,66.7
伊賀亮平,2020-11,パナソニックパンサーズ,16,16,12,4,21,0,0,0,,,0,0,0,0,0,0,0,0,21,8,4,0,,0.0,0.0,,47.6
伊賀亮平,2020-12,パナソニックパンサーズ,16,6,2,2,8,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
伊賀亮平,2021-01,パナソニックパンサーズ,16,15,10,4,25,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
伊賀亮平,2021-02,パナソニックパンサーズ,16,22,6,7,28,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
伊賀亮平,2021-03,パナソニックパンサーズ,16,21,7,7,28,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
伏見大和,2020-10,ジェイテクトSTINGS,3,13,8,4,21,52,20,2,38.5,34.6,0,0,0,8,77,1,12,17,7,2,3,29,,0.95,0.38,2.9,50.0
